name,region,variety,rating,notes
Chateau Lafite Rothschild (Slightly scuffed label) 2000,"Pauillac, Bordeaux, France",Red Wine,98.0,"It was only during the first tastings, during running off, that we discovered the degree of the phenomenon: the finesse, the suppleness, and the complexity of the juices were already impressive. Tastings during the transfer of early wines revealed delicious aromas, with a powerful palate. The early wine had a tannic body and a promising finish. Subtle aromas of currants, leather, tobacco and cedar. Classic cigar box nose, with fruit. Full-bodied, with an amazing texture of silky, ripe tannins. This wine completely coats your palate, but caresses it at the same time."
Chateau Lafite Rothschild (slightly stained label) 2005,"Pauillac, Bordeaux, France",Red Wine,98.0,"2005 was the fourth consecutive year to have a deficit in rainfall, but the drought began very early, at the end of May, which allowed the vine to adapt itself by reducing its leaves. The very hot weather in June and July gave way to progressively cooler weather in August and the cool nights allowed good acidity levels to be maintained, resulting in slow steady ripening. A year of atypical weather but in the end ideal for the production of healthy, very ripe grapes with wonderful freshness."
Chateau Lafleur 2010,"Pomerol, Bordeaux, France",Red Wine,97.0,"Blend: 50% Merlot, 50% Cabernet Franc"
Chateau Larcis-Ducasse (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",Red Wine,96.0,*Please note that the price on Wine.com of this 2019 Bordeaux Future 
Chateau Laroque (Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",Red Wine,97.0,"Superbly located on one of the highest points of Saint-Emilion, Laroque’s limestone terroirs have once again shone through brilliantly in this 2019. They have produced wines that are bright, floral and spicy, with fresh salinity and a noble texture, which are hallmark traits of this estate."
Chateau Latour (1.5 Liter Magnum) 2000,"Pauillac, Bordeaux, France",Red Wine,97.0,"Impressive deep, dark color. The wine has powerful, balanced structure. The dense structures and the unique qualities of the tannins may be superior to those of the '96 and '90 vintage. The balance of the wine combines class, rigor, complexity and great finesse in the fruit."
Chateau Latour 1986,"Pauillac, Bordeaux, France",Red Wine,96.0,"Remarkably concentrated with ""tight"" tannins, characteristic of Latour in great years. Rich, fruity, spicy, long on the palate, with mint and mineral aromas. "
Chateau Latour 2000,"Pauillac, Bordeaux, France",Red Wine,97.0,"Impressive deep, dark color. The wine has powerful, balanced structure. The dense structures and the unique qualities of the tannins may be superior to those of the '96 and '90 vintage. The balance of the wine combines class, rigor, complexity and great finesse in the fruit."
Chateau Latour 2003,"Pauillac, Bordeaux, France",Red Wine,97.0,"Blend: 75% Cabernet Sauvignon, 20% Merlot, 4% Cabernet Franc, 1% Petit Verdot"
Chateau Latour 2005,"Pauillac, Bordeaux, France",Red Wine,98.0,Ex-Chateau Release
Chateau Latour 2009,"Pauillac, Bordeaux, France",Red Wine,99.0,"Great concentration and a previously unseen quantity of tannins characterized the wines, which possessed extraordinary aromatic intensity, freshness and precision. Rich, ripe and mineral, with a very long, lingering finish. An exceptional year which will improve for many years."
Chateau Latour (scuffed label) 2005,"Pauillac, Bordeaux, France",Red Wine,98.0,"The 2005 vintage demonstrates the superiority of the Cabernet Sauvignon which alone brings body, power, fruit and structure. A wine of great complexity, Chateau Latour notes the dominance of very ripe fruits and its enormous power, filled out with sleek, silky tannins."
Chateau Latour (stained label) 1996,"Pauillac, Bordeaux, France",Red Wine,96.0,"A little austere at first compared to the previous vintage, the concentration of this wine then takes on a delightfully rich aspect: it combines a surprisingly classic, balanced, solid tannic structure that has perfect, plump tannins thanks to a superb maturity, with very pure fruit."
Chateau Leoville Barton (1.5 Liter Futures Pre-Sale) 2019,"St-Julien, Bordeaux, France",Red Wine,96.0,"Black cherry nose, blackberry, touch of mocha. Powerful, fleshy, pure wine. Silky tannins and excellent length."
Chateau Leoville Barton (6-Pack OWC Futures Pre-Sale) 2019,"St-Julien, Bordeaux, France",Red Wine,96.0,"Black cherry nose, blackberry, touch of mocha. Powerful, fleshy, pure wine. Silky tannins and excellent length."
Chateau Leoville Barton (Futures Pre-Sale) 2019,"St-Julien, Bordeaux, France",Red Wine,96.0,"Black cherry nose, blackberry, touch of mocha. Powerful, fleshy, pure wine. Silky tannins and excellent length."
Chateau Leoville Las Cases (1.5 Liter Futures Pre-Sale) 2019,"St-Julien, Bordeaux, France",Red Wine,99.0,"The exceptional qualities of the terroir of the Grand Clos made it possible to erase the climatic excesses. The end of winter brought mild temperatures, followed by a humid and cool spring. The summer conditions were dry and hot, but still within the ten-year average. The vines benefited from a good hydric stress relayed by good thermal amplitudes before the harvest, for an optimal maturation and a maintained acidity. The Leoville Las Cases offers abrilliant fruit with intense aromas, freshness, very tasty and long tannins, all for an exceptional ageing capacity."
Chateau Leoville Las Cases (1.5 Liter Magnum) 2005,"St-Julien, Bordeaux, France",Red Wine,97.0,"The fruit is harvested by hand. The fermentation vessels include a fascinating mix of wooden, cement and stainless steel vats. When finished the wine is pumped to the barrel cellar. Here it is transferred into oak barrique, between 50% and 100% new for the grand vin, Chateau Léoville-Las-Cases, depending on the vintage."
Chateau Leoville Las Cases (1.5 Liter Magnum) 2016,"St-Julien, Bordeaux, France",Red Wine,97.0,"Blend: 75% Cabernet Sauvignon, 14% Merlot and 11% Cabernet Franc"
Chateau Leoville Las Cases (1.5 Liter Magnum) 2018,"St-Julien, Bordeaux, France",Red Wine,98.0,"The Grand Vin is the product of exceptional terroirs from the former Léoville estate.  These terroirs are located mainly in the Clos Léoville Las Cases, which you pass as you leave Saint- Julien village for Pauillac. They extend over nearly 60ha producing Cabernet Sauvignons and Cabernet Francs with a complex, polished expression and characteristics which are totally unique to the Grand Vin of Léoville du Marquis de Las Cases and have been widely recognized for years. "
Chateau Leoville Las Cases 2000,"St-Julien, Bordeaux, France",Red Wine,98.0,"Chateau Leoville Las Cases is one of the largest and oldest classified growths in the Medoc region of France. The fruit is harvested by hand. The fermentation vessels include a fascinating mix of wooden, cement and stainless steel vats. When finished the wine is pumped to the barrel cellar. Here it is transferred into oak barrique, between 50% and 100% new for the grand vin, depending on the vintage. "
Chateau Leoville Las Cases 2005,"St-Julien, Bordeaux, France",Red Wine,97.0,"The fruit is harvested by hand.  The fermentation vessels include a fascinating mix of wooden, cement and stainless steel vats.  When finished the wine is pumped to the barrel cellar.  Here it is transferred into oak barrique, between 50% and 100% new for the grand vin, Chateau Léoville-Las-Cases, depending on the vintage. "
Chateau Leoville Las Cases 2009,"St-Julien, Bordeaux, France",Red Wine,98.0,"Chateau Leoville Las Cases is one of the largest and oldest classified growths in the Medoc region of France. The fruit is harvested by hand. The fermentation vessels include a fascinating mix of wooden, cement and stainless steel vats. When finished the wine is pumped to the barrel cellar. Here it is transferred into oak barrique, between 50% and 100% new for the grand vin, depending on the vintage. "
Chateau Leoville Las Cases 2010,"St-Julien, Bordeaux, France",Red Wine,97.0,"Chateau Leoville Las Cases is one of the largest and oldest classified growths in the Medoc region of France. The fruit is harvested by hand. The fermentation vessels include a fascinating mix of wooden, cement and stainless steel vats. When finished the wine is pumped to the barrel cellar. Here it is transferred into oak barrique, between 50% and 100% new for the grand vin, depending on the vintage. "
Chateau Leoville Las Cases 2015,"St-Julien, Bordeaux, France",Red Wine,97.0,"The Grand Vin is the product of exceptional terroirs from the former Léoville estate.  These terroirs are located mainly in the Clos Léoville Las Cases, which you pass as you leave Saint- Julien village for Pauillac. They extend over nearly 60ha producing Cabernet Sauvignons and Cabernet Francs with a complex, polished expression and characteristics which are totally unique to the Grand Vin of Léoville du Marquis de Las Cases and have been widely recognized for years."
Chateau Leoville Las Cases 2016,"St-Julien, Bordeaux, France",Red Wine,97.0,"Blend: 75% Cabernet Sauvignon, 14% Merlot and 11% Cabernet Franc"
Chateau Leoville Las Cases (6-Pack OWC Futures Pre-Sale) 2019,"St-Julien, Bordeaux, France",Red Wine,99.0,"The exceptional qualities of the terroir of the Grand Clos made it possible to erase the climatic excesses. The end of winter brought mild temperatures, followed by a humid and cool spring. The summer conditions were dry and hot, but still within the ten-year average. The vines benefited from a good hydric stress relayed by good thermal amplitudes before the harvest, for an optimal maturation and a maintained acidity. The Leoville Las Cases offers abrilliant fruit with intense aromas, freshness, very tasty and long tannins, all for an exceptional ageing capacity."
Chateau Leoville Las Cases (Futures Pre-Sale) 2019,"St-Julien, Bordeaux, France",Red Wine,99.0,"The exceptional qualities of the terroir of the Grand Clos made it possible to erase the climatic excesses. The end of winter brought mild temperatures, followed by a humid and cool spring. The summer conditions were dry and hot, but still within the ten-year average. The vines benefited from a good hydric stress relayed by good thermal amplitudes before the harvest, for an optimal maturation and a maintained acidity. The Leoville Las Cases offers abrilliant fruit with intense aromas, freshness, very tasty and long tannins, all for an exceptional ageing capacity."
Chateau Leoville Las Cases (stained labels) 2010,"St-Julien, Bordeaux, France",Red Wine,96.0,"Chateau Leoville Las Cases is one of the largest and oldest classified growths in the Medoc region of France. The fruit is harvested by hand. The fermentation vessels include a fascinating mix of wooden, cement and stainless steel vats. When finished the wine is pumped to the barrel cellar. Here it is transferred into oak barrique, between 50% and 100% new for the grand vin, depending on the vintage. "
Chateau L'Evangile 2000,"Pomerol, Bordeaux, France",Red Wine,96.0,"We rounded out the century with a growing year just as early as in 1999. After a rainy spring, the summer was relatively overcast, but had produced rain. During the month of August, dry weather and a heat wave led us to begin the harvest of the first Merlots on 15 September. The Cabernet Francs were not harvested until the 27 September, so that they could fully mature. This patient wait for maturity paid off in the form of a silky and supple fine wine. It is obsidian in color, with a deep bouquet and a silky palate. It has a fine and velvety texture. This great vintage will surely age for a long time. "
Chateau L'Evangile 2004,"Pomerol, Bordeaux, France",Red Wine,96.0,A blend of 70% Merlot and 30% Cabernet Sauvignon.
Chateau L'Evangile 2009,"Pomerol, Bordeaux, France",Red Wine,97.0,"The fine wine from Château L'Evangile is described in an old edition of ""Grand vins de Bordeaux"" (Dussault Press) as ""...full and elegant wines, with an unmistakable finesse and bouquet."" For many fans, the subtle and elegant quality is indeed the mark of this wine. "
Chateau L'Evangile (Futures Pre-Sale) 2019,"Pomerol, Bordeaux, France",Red Wine,98.0,"Blend: 83.5% Merlot, 16% Cabernet Franc, 0.5% Cabernet Sauvignon"
Chateau Lynch-Bages (1.5 Liter Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",Red Wine,97.0,"The Chateau Lynch Bages 2019 is in line with the previous wines of the property with a blend dominated by Cabernet Sauvignon. This great Bordeaux wine offers a characteristic fruity nose with fresh and spicy notes, as well as fine woody notes. The smooth and balanced palate is supported by a beautifully dense and powerful tannic structure, providing plenty of precision and fruit."
Chateau Lynch-Bages 6-Pack OWC (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",Red Wine,97.0,"The Chateau Lynch Bages 2019 is in line with the previous wines of the property with a blend dominated by Cabernet Sauvignon. This great Bordeaux wine offers a characteristic fruity nose with fresh and spicy notes, as well as fine woody notes. The smooth and balanced palate is supported by a beautifully dense and powerful tannic structure, providing plenty of precision and fruit."
Chateau Lynch-Bages (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",Red Wine,97.0,"The Chateau Lynch Bages 2019 is in line with the previous wines of the property with a blend dominated by Cabernet Sauvignon. This great Bordeaux wine offers a characteristic fruity nose with fresh and spicy notes, as well as fine woody notes. The smooth and balanced palate is supported by a beautifully dense and powerful tannic structure, providing plenty of precision and fruit."
Chateau Malescot St. Exupery (Futures Pre-Sale) 2019,"Margaux, Bordeaux, France",Red Wine,96.0,"A delicate Malescot which makes it a gourmet wine despite a tight tannic structure. We will have to wait for this vintage to fully express the freshness of its cabernets supportedby a body full of merlots. As for the Cabernet Franc and Petit Verdot, they are like salt and pepper which densify and reveal this wine."
Chateau Margaux (1.5 Liter Magnum) 2015,"Margaux, Bordeaux, France",Red Wine,99.0,"2015 was, literally, an historic year at Château Margaux. We celebrated the bicentenary of the Estate’s buildings dating from 1815, and the inauguration of the new facilities, designed or reorganised, by Norman Foster. It is easy to imagine how much we dreamed that 2015 would be a great vintage! Without doubt, some of the result is owed to decisions made at the time of blending; only 35% of the harvest went into the first wine, which was a record of severity for a vintage of this standard. As usual, it was the Cabernet Sauvignon in first place with 87% of the blend; in addition to its concentration and finesse, this year it has an unusual vigour and strength. The Merlot has nothing to be ashamed of, at least in the great plots; it makes up 8% of the first wine. Cabernet Franc (3%) and Petit Verdot (2%) also find their place in this elitist blend, which confirms that, enable all grape varieties to express their own propensity. How can we compare 2015 to its predecessors? It is a thankless task, and a little futile, particularly for the great vintages. There are, of course, similarities, affinities, and also some differences where we do not expect to find them… But we can evoke a combination of the strength of 2005, the flesh of 2009, the subtlety of 2010, and the inimitable charm of Château Margaux. (April 2016)"
Chateau Margaux 1983,"Margaux, Bordeaux, France",Red Wine,96.0,"A very classic Margaux with an unquestionably elegant, complex but still rather closed nose. The tannins are full-bodied and ripe on the palate, with no astringency or hardness."
Chateau Margaux 1989,"Margaux, Bordeaux, France",Red Wine,97.0,"The evolution of the wine has confirmed the early expectations for this fabulous vintage. Richness, complexity and opulence could be the key words to describe this exceptional wine, rather close in style to the 1982; its evolution will be fascinating to follow."
Chateau Margaux 1990,"Margaux, Bordeaux, France",Red Wine,96.0,"Third extraordinary vintage in a row, this wine is a monument of charm, finesse, and elegance. All the organoleptic components on the nose, as well as in the mouth, already seem blended; yet this perfect and early harmony masks as much power as that of the 1989."
Chateau Margaux 2000,"Margaux, Bordeaux, France",Red Wine,98.0,"We were unaware at that time that we were harvesting one of the greatest vintages of the late 20th century. The grapes had rarely, perhaps never, been as concentrated, particularly the Cabernets. In certain cases we surpassed the already historic levels of the 1986 and 1995 vintages, with an elegance and softness on the palate, reminiscent also of the 1990 and 1996 vintages. It seemed in fact that 2000 was setting a new benchmark in quality, never before attained, at least in terms of style. Throughout the barrel ageing time, these first impressions were gradually confirmed. The wine has now acquired a slightly tighter texture and at the same time keeps such a soft and especially long finish that it seems to go on forever… The bottling took place in November 2002, after over 2 years of barrel ageing. Such a long ageing is unusual but not as rare as one might think: most of the greatest vintages are aged for that length of time. (May 2010)"
Chateau Margaux 2009,"Margaux, Bordeaux, France",Red Wine,97.0,"In 2009, mother nature surpassed herself. She allowed the greatest terroirs, whatever their grape variety, to bring their fruit to exceptional ripeness, providing a wine of wonderful concentration, finesse, balance and freshness. The Cabernet has no equivalent other than 2005, but it is more tender. The only two batches of Merlot that were kept have no equivalent at all. As for the Cabernet Franc and the Petit Verdot, they performed at their highest levels. "
Chateau Margaux 2010,"Margaux, Bordeaux, France",Red Wine,98.0,"Unbelievable as it may sound, Château Margaux 2010 is at least as great a vintage as 2009. Once again, the Cabernet Sauvignon made the most of this very dry and cool year. With as much as 90% in the blend, the Cabernet makes the wine, providing it with exceptional aromatic finesse, restrained power and subtle freshness. Château Margaux 2010 is sheer magic – think classic, with a twist. Classic indeed, thanks to its purity, finesse and soft and refreshing finish. Add to these qualities astonishing aromatic complexity and outstanding power and the result is an exceptional year. Technology and stringent selection make it a “modern” wine, while its magnitude and charm ensure a timeless Château Margaux vintage. This 2010 is beyond the realms of time and fickle fashions. "
Chateau Margaux 2015,"Margaux, Bordeaux, France",Red Wine,99.0,"2015 was, literally, an historic year at Château Margaux. We celebrated the bicentenary of the Estate’s buildings dating from 1815, and the inauguration of the new facilities, designed or reorganised, by Norman Foster. It is easy to imagine how much we dreamed that 2015 would be a great vintage! Without doubt, some of the result is owed to decisions made at the time of blending; only 35% of the harvest went into the first wine, which was a record of severity for a vintage of this standard. As usual, it was the Cabernet Sauvignon in first place with 87% of the blend; in addition to its concentration and finesse, this year it has an unusual vigour and strength. The Merlot has nothing to be ashamed of, at least in the great plots; it makes up 8% of the first wine. Cabernet Franc (3%) and Petit Verdot (2%) also find their place in this elitist blend, which confirms that, enable all grape varieties to express their own propensity. How can we compare 2015 to its predecessors? It is a thankless task, and a little futile, particularly for the great vintages. There are, of course, similarities, affinities, and also some differences where we do not expect to find them… But we can evoke a combination of the strength of 2005, the flesh of 2009, the subtlety of 2010, and the inimitable charm of Château Margaux. (April 2016)"
Chateau Margaux 2016,"Margaux, Bordeaux, France",Red Wine,97.0,"Blend: 94% Cabernet Sauvignon, 3% Cabernet Franc, 2% Merlot, 1% Petit Verdot "
Chateau Margaux 6-Pack OWC (Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",Red Wine,99.0,"Chateau Margaux 2018 is remarkably concentrated. A small grape size and relatively low yields largely explain the exceptionally high tannin indices. The wine's power is not, however, overwhelming and helps to considerably lengthen the aromas and structure of the finish. Fairly early in the wine-making process, we understood this tannic potential and moderated our extraction programs including for our Merlot plots, which are usually less dense than our fine Cabernet Sauvignon wines.  "
Chateau Margaux (Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",Red Wine,99.0,"Chateau Margaux 2018 is remarkably concentrated. A small grape size and relatively low yields largely explain the exceptionally high tannin indices. The wine's power is not, however, overwhelming and helps to considerably lengthen the aromas and structure of the finish. Fairly early in the wine-making process, we understood this tannic potential and moderated our extraction programs including for our Merlot plots, which are usually less dense than our fine Cabernet Sauvignon wines.  "
Chateau Margaux (half-bottle) 1996,"Margaux, Bordeaux, France",Red Wine,99.0,"An unusual end of summer - distinctly drier and cooler than average - has given birth to a wine whose classicism and purity already stand out. It is indeed very rare for the Cabernet Sauvignon to reach such perfection, such balance. Even rarer still is to see so young a Château Margaux with such astonishing richness, intense fruit and harmony of form. A dream."
Chateau Montelena Estate Cabernet Sauvignon 1987,"Calistoga, Napa Valley, California",Red Wine,98.0,"The very low yields from our estate Cabernet vineyard make this wine the essence of Chateau Montelena. The unique characteristics - the ""terroir"" ­of Montelena Cabernet are concentrated and extraor­dinarily preeminent in this wine. Beginning with the deeply-tinted color, the nose follows with waves of constantly changing aroma: dried fruits, roses and vio­lets, the rocky vineyard soil, cassis and leather, and the oak and cellar aromas particular to Montelena Cabernet. "
Chateau Montrose (1.5 Liter Futures Pre-Sale) 2018,"St. Estephe, Bordeaux, France",Red Wine,98.0,"2018 marks an important step in the conversion of our vineyard to organic viticulture. The weather conditions resulted in strong pressure from parasites, requiring extreme vigilance. Vineyard management was complex, therefore, but the direction of our environmental approach was firmly maintained. The fine weather and heat at the end of summer, comparable to 2009, made the vintage, which expressed incredible potential in the cellar. The first tastings show the signs of a very great vintage, a subtle combination of the fruity aromatic profile of the 2009 and the precision of the 2016. "
Chateau Montrose (1.5 Liter Magnum) 2010,"St. Estephe, Bordeaux, France",Red Wine,96.0,"Long, ample and homogeneous wine. The after taste is neat, and the mid-palate complex and balanced. The soft tannins are neat and straight on a lingering finish. Splendid wine. Classic of Bordeaux, elegant and noble. "
Chateau Montrose (1.5 Liter Magnum) 2016,"St. Estephe, Bordeaux, France",Red Wine,96.0,"Blend: 68% Cabernet Sauvignon, 25% Merlot, 7% Cabernet Franc"
Chateau Montrose 1982,"St. Estephe, Bordeaux, France",Red Wine,96.0,"Dense color with brick hues. The rich nose displays scents of tobacco, leather, cedar, redcurrant, and cherry. The palate delivers notes of cocoa, mocha, ripened strawberry, and blackberry. This is a harmonious, fine, and elegant wine with a neat attack and beautiful fullness. It has a splendid structure, alsong with a long and round finish. The tannins are neat and defined."
Chateau Montrose 1989,"St. Estephe, Bordeaux, France",Red Wine,96.0,"This year proved to be particularly hot, sunny and dry, an ideal condition for bud burst, blossoming, ""veraison"", ripening, and great vintage. This exceptional year gave a splendid wine. "
Chateau Montrose 2009,"St. Estephe, Bordeaux, France",Red Wine,96.0,"Deep and dense, dark color with dark ruby tints. The nose is complex with morello, core of cherry and blackberry. It delivers notes of citron and spices (saffron). Aromas of redcurrant, cassis, morello, cocoa and liquorice develop on the palate. Supple and long-lasting finish on neat, coated and very precise tannins. Complex, balanced and harmonious wine. The tasting reveals very homogeneous, soft and silky. Incredibly long finish. "
Chateau Montrose 2010,"St. Estephe, Bordeaux, France",Red Wine,96.0,"The soft tannins are neat and straight on a lingering finish. Splendid wine. Classic of Bordeaux, elegant and noble. "
Chateau Montrose 2016,"St. Estephe, Bordeaux, France",Red Wine,96.0,"Blend: 68% Cabernet Sauvignon, 25% Merlot, 7% Cabernet Franc"
Chateau Montrose (6-Pack OWC Futures Pre-Sale) 2018,"St. Estephe, Bordeaux, France",Red Wine,98.0,"2018 marks an important step in the conversion of our vineyard to organic viticulture. The weather conditions resulted in strong pressure from parasites, requiring extreme vigilance. Vineyard management was complex, therefore, but the direction of our environmental approach was firmly maintained. The fine weather and heat at the end of summer, comparable to 2009, made the vintage, which expressed incredible potential in the cellar. The first tastings show the signs of a very great vintage, a subtle combination of the fruity aromatic profile of the 2009 and the precision of the 2016. "
Chateau Montrose (Futures Pre-Sale) 2018,"St. Estephe, Bordeaux, France",Red Wine,98.0,"2018 marks an important step in the conversion of our vineyard to organic viticulture. The weather conditions resulted in strong pressure from parasites, requiring extreme vigilance. Vineyard management was complex, therefore, but the direction of our environmental approach was firmly maintained. The fine weather and heat at the end of summer, comparable to 2009, made the vintage, which expressed incredible potential in the cellar. The first tastings show the signs of a very great vintage, a subtle combination of the fruity aromatic profile of the 2009 and the precision of the 2016. "
Chateau Mouton Rothschild (1.5 Liter Magnum) 1982,"Pauillac, Bordeaux, France",Red Wine,98.0,"Luscious black currant flavored Cabernet fruit makes Mouton beguilingly easy to drink. Rich Complex flavors, powerful ripe tannins and an extremely long finish are all hallmarks of this wine. "
Chateau Mouton Rothschild (1.5 Liter Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",Red Wine,99.0,"The wine is an intense garnet red with purplish hue. Fresh, highly expressive and precise on the nose, it reveals blackberry, black cherry and licorice aromas with a slightly mineral cast. It is smooth and opulent on the palate, with an attractive sweetness, enfolding superbly patrician, rounded and powerful tannins. Beautifully rich overall, it culminates in a stylish, succulent and very harmonious finish."
Chateau Mouton Rothschild (1.5 Liter Magnum) 2015,"Pauillac, Bordeaux, France",Red Wine,96.0,The grapes for this vintage were magnificent and fermentation took place quickly. The wines immediately showed plenty of color and a complete array of very intense aromas ranging from red and black fruit to spice and incense.
Chateau Mouton Rothschild 1986,"Pauillac, Bordeaux, France",Red Wine,99.0,"Luscious black currant flavored Cabernet fruit makes Mouton beguilingly easy to drink. Rich Complex flavors, powerful ripe tannins and an extremely long finish are all hallmarks of this wine. "
Chateau Mouton Rothschild 1996,"Pauillac, Bordeaux, France",Red Wine,96.0,"""This estate's staff believes that the 1996 Mouton-Rothschild is very complex. I agree that among the first-growths, this wine is showing surprising forwardness and complexity in its aromatics. It possesses an exuberant, flamboyant bouquet of roasted coffee, cassis, smoky oak, and soy sauce. The impressive 1996 Mouton-Rothschild offers impressive aromas of black currants, framboise, coffee, and new saddle leather. This full-bodied, ripe, rich, concentrated, superbly balanced wine is paradoxical in the sense that the aromatics suggest a far more evolved wine than the flavors reveal. Anticipated maturity: 2007-2030. By the way, the 1996 blend consists of 72% Cabernet Sauvignon, 20% Merlot, and 8% Cabernet Franc."""
Chateau Mouton Rothschild 2009,"Pauillac, Bordeaux, France",Red Wine,96.0,"The wine has a very deep, almost black color. The stylish and complex nose displays aromas of bilberry, blackcurrant and blond tobacco that mingle with subtle cedarwood and spice notes. The same refinement and density are to be found on the palate with patrician, well-rounded tannins, revealing remarkable structure and balance right through to the long and opulent finish. A great success for a Mouton Rothschild that will undoubtedly get the utmost out of the exceptional qualities for which the 2009 vintage has already been hailed."
Chateau Mouton Rothschild 2010,"Pauillac, Bordeaux, France",Red Wine,98.0,"The wine is a dark and intense red with a blueish tint. With Cabernet Sauvignon predominant, it displays a complex range of aromas. From lightly toasted vanilla notes, the nose opens with airing to reveal fruit aromas, especially blackcurrant and black cherry. Powerful and well-integrated tannins reveal exceptional depth and roundness on the palate, ending on a fresh and mineral finish. Length, elegance, harmony: Mouton Rothschild 2010 promises to be a remarkable vintage – and a worthy successor to the 2009! "
Chateau Mouton Rothschild 2015,"Pauillac, Bordeaux, France",Red Wine,96.0,The grapes for this vintage were magnificent and fermentation took place quickly. The wines immediately showed plenty of color and a complete array of very intense aromas ranging from red and black fruit to spice and incense.
Chateau Mouton Rothschild (375ML half-bottle) 1986,"Pauillac, Bordeaux, France",Red Wine,97.0,"Luscious black currant flavored Cabernet fruit makes Mouton beguilingly easy to drink. Rich Complex flavors, powerful ripe tannins and an extremely long finish are all hallmarks of this wine. "
Chateau Mouton Rothschild 6-Pack OWC (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",Red Wine,99.0,"The wine is an intense garnet red with purplish hue. Fresh, highly expressive and precise on the nose, it reveals blackberry, black cherry and licorice aromas with a slightly mineral cast. It is smooth and opulent on the palate, with an attractive sweetness, enfolding superbly patrician, rounded and powerful tannins. Beautifully rich overall, it culminates in a stylish, succulent and very harmonious finish."
Chateau Mouton Rothschild (Futures Pre-Sale) 2019,"Pauillac, Bordeaux, France",Red Wine,99.0,"The wine is an intense garnet red with purplish hue. Fresh, highly expressive and precise on the nose, it reveals blackberry, black cherry and licorice aromas with a slightly mineral cast. It is smooth and opulent on the palate, with an attractive sweetness, enfolding superbly patrician, rounded and powerful tannins. Beautifully rich overall, it culminates in a stylish, succulent and very harmonious finish."
Chateau Mouton Rothschild (top shoulder fill) 1982,"Pauillac, Bordeaux, France",Red Wine,98.0,"Best known as a film director, but also a boxer, art lover, writer, horsetrainer, big-game hunter and actor, John Huston (1906-1987) was a talented painter from an early age. His dedication: “In celebration of my beloved friend Baron Philippe’s sixtieth harvest at Mouton”, bears witness both to his affection for the man and his attachment to a place that clearly enchanted him."
Chateau Palmer (1.5 Liter Magnum) 2015,"Margaux, Bordeaux, France",Red Wine,96.0,"The relatively high alcoholic content of the 2015 vintage is balanced out by a dense tannic structure without any rustic notes, thanks to perfect phenolic maturity of the pips and skins. At this time, this outstanding balance leads Chateau Palmer to believe that 2015 will be in line with recent great vintages, such as 2010, 2009 and 2005."
Chateau Palmer (1.5 Liter Magnum Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",Red Wine,99.0,"Blend: 53% Cabernet Sauvignon, 40% Merlot and 7% Petit Verdot"
Chateau Palmer 2015,"Margaux, Bordeaux, France",Red Wine,96.0,"The relatively high alcoholic content of the 2015 vintage is balanced out by a dense tannic structure without any rustic notes, thanks to perfect phenolic maturity of the pips and skins. At this time, this outstanding balance leads Chateau Palmer to believe that 2015 will be in line with recent great vintages, such as 2010, 2009 and 2005."
Chateau Palmer (Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",Red Wine,99.0,"Blend: 53% Cabernet Sauvignon, 40% Merlot and 7% Petit Verdot"
Chateau Pape Clement (1.5 Liter Futures Pre-Sale) 2019,"Pessac-Leognan, Bordeaux, France",Red Wine,98.0,"Blend: 55% Cabernet Sauvignon, 40% Merlot, 3% Cabernet Franc"
Chateau Pape Clement 6-Pack OWC (Futures Pre-Sale) 2019,"Pessac-Leognan, Bordeaux, France",Red Wine,98.0,"Blend: 55% Cabernet Sauvignon, 40% Merlot, 3% Cabernet Franc"
Chateau Pape Clement Blanc (Futures Pre-Sale) 2019,"Pessac-Leognan, Bordeaux, France",White Wine,96.0,"Blend: 46% Sauvignon Blanc, 40% Semillon, 14% Sauvignon Gris"
Chateau Pape Clement (Futures Pre-Sale) 2019,"Pessac-Leognan, Bordeaux, France",Red Wine,98.0,"Blend: 55% Cabernet Sauvignon, 40% Merlot, 3% Cabernet Franc"
Chateau Pavie (1.5 Liter Futures Pre-Sale) 2018,"St. Emilion, Bordeaux, France",Red Wine,99.0,"Blend: 60% Merlot, 22% Cabernet Franc and 18% Cabernet Sauvignon"
Chateau Pavie (1.5 Liter Futures Pre-Sale) 2019,"St. Emilion, Bordeaux, France",Red Wine,99.0,"Blend: 50% Merlot, 32% Cabernet Franc, 18% Cabernet Sauvignon"
